,Degree-K,Degree-C
1/1/1950,2.82E+02,8.99E+00
2/1/1950,2.81E+02,8.29E+00
3/1/1950,2.82E+02,8.59E+00
4/1/1950,2.82E+02,9.28E+00
5/1/1950,2.82E+02,9.26E+00
6/1/1950,2.83E+02,9.43E+00
7/1/1950,2.83E+02,1.01E+01
8/1/1950,2.82E+02,8.70E+00
9/1/1950,2.82E+02,9.10E+00
10/1/1950,2.81E+02,8.17E+00
11/1/1950,2.81E+02,8.19E+00
12/1/1950,2.81E+02,7.90E+00
1/1/1951,2.81E+02,7.81E+00
2/1/1951,2.81E+02,7.65E+00
3/1/1951,2.82E+02,8.44E+00
4/1/1951,2.81E+02,8.33E+00
5/1/1951,2.82E+02,8.76E+00
6/1/1951,2.82E+02,8.98E+00
7/1/1951,2.82E+02,8.82E+00
8/1/1951,2.81E+02,8.24E+00
9/1/1951,2.81E+02,8.12E+00
10/1/1951,2.81E+02,7.85E+00
11/1/1951,2.80E+02,7.31E+00
12/1/1951,2.80E+02,7.28E+00
1/1/1952,2.80E+02,7.17E+00
2/1/1952,2.80E+02,7.27E+00
3/1/1952,2.81E+02,7.41E+00
4/1/1952,2.80E+02,7.18E+00
5/1/1952,2.80E+02,7.32E+00
6/1/1952,2.81E+02,7.43E+00
7/1/1952,2.81E+02,7.38E+00
8/1/1952,2.81E+02,7.86E+00
9/1/1952,2.81E+02,7.64E+00
10/1/1952,2.80E+02,7.28E+00
11/1/1952,2.80E+02,6.93E+00
12/1/1952,2.80E+02,6.81E+00
1/1/1953,2.80E+02,6.56E+00
2/1/1953,2.80E+02,6.79E+00
3/1/1953,2.80E+02,7.12E+00
4/1/1953,2.80E+02,7.24E+00
5/1/1953,2.80E+02,7.13E+00
6/1/1953,2.81E+02,7.57E+00
7/1/1953,2.81E+02,7.77E+00
8/1/1953,2.81E+02,7.45E+00
9/1/1953,2.81E+02,7.73E+00
10/1/1953,2.80E+02,7.18E+00
11/1/1953,2.80E+02,7.04E+00
12/1/1953,2.80E+02,6.79E+00
1/1/1954,2.80E+02,6.93E+00
2/1/1954,2.80E+02,7.27E+00
3/1/1954,2.80E+02,6.41E+00
4/1/1954,2.80E+02,7.30E+00
5/1/1954,2.81E+02,8.02E+00
6/1/1954,2.81E+02,8.17E+00
7/1/1954,2.81E+02,8.21E+00
8/1/1954,2.81E+02,7.96E+00
9/1/1954,2.81E+02,7.72E+00
10/1/1954,2.81E+02,7.41E+00
11/1/1954,2.80E+02,6.92E+00
12/1/1954,2.80E+02,6.81E+00
1/1/1955,2.80E+02,6.38E+00
2/1/1955,2.80E+02,7.12E+00
3/1/1955,2.80E+02,6.66E+00
4/1/1955,2.81E+02,7.59E+00
5/1/1955,2.80E+02,7.24E+00
6/1/1955,2.81E+02,7.89E+00
7/1/1955,2.82E+02,8.41E+00
8/1/1955,2.81E+02,7.84E+00
9/1/1955,2.81E+02,8.31E+00
10/1/1955,2.81E+02,7.51E+00
11/1/1955,2.80E+02,7.32E+00
12/1/1955,2.80E+02,6.40E+00
1/1/1956,2.80E+02,7.04E+00
2/1/1956,2.81E+02,7.65E+00
3/1/1956,2.80E+02,7.00E+00
4/1/1956,2.80E+02,7.11E+00
5/1/1956,2.81E+02,7.49E+00
6/1/1956,2.81E+02,7.63E+00
7/1/1956,2.81E+02,7.80E+00
8/1/1956,2.81E+02,7.65E+00
9/1/1956,2.81E+02,7.88E+00
10/1/1956,2.81E+02,7.72E+00
11/1/1956,2.81E+02,7.60E+00
12/1/1956,2.80E+02,7.34E+00
1/1/1957,2.80E+02,7.27E+00
2/1/1957,2.81E+02,7.57E+00
3/1/1957,2.81E+02,7.40E+00
4/1/1957,2.81E+02,8.11E+00
5/1/1957,2.82E+02,8.66E+00
6/1/1957,2.82E+02,8.39E+00
7/1/1957,2.82E+02,8.90E+00
8/1/1957,2.82E+02,8.46E+00
9/1/1957,2.82E+02,8.38E+00
10/1/1957,2.81E+02,8.10E+00
11/1/1957,2.81E+02,8.25E+00
12/1/1957,2.81E+02,8.28E+00
1/1/1958,2.81E+02,8.00E+00
2/1/1958,2.82E+02,8.69E+00
3/1/1958,2.82E+02,8.59E+00
4/1/1958,2.83E+02,9.45E+00
5/1/1958,2.82E+02,9.11E+00
6/1/1958,2.83E+02,9.51E+00
7/1/1958,2.82E+02,9.31E+00
8/1/1958,2.82E+02,8.66E+00
9/1/1958,2.82E+02,8.44E+00
10/1/1958,2.81E+02,7.71E+00
11/1/1958,2.81E+02,8.19E+00
12/1/1958,2.81E+02,7.64E+00
1/1/1959,2.81E+02,7.52E+00
2/1/1959,2.81E+02,7.91E+00
3/1/1959,2.81E+02,7.92E+00
4/1/1959,2.81E+02,8.10E+00
5/1/1959,2.81E+02,8.21E+00
6/1/1959,2.82E+02,8.58E+00
7/1/1959,2.81E+02,8.17E+00
8/1/1959,2.82E+02,8.46E+00
9/1/1959,2.82E+02,8.56E+00
10/1/1959,2.81E+02,8.00E+00
11/1/1959,2.81E+02,8.05E+00
12/1/1959,2.81E+02,7.87E+00
1/1/1960,2.81E+02,7.54E+00
2/1/1960,2.81E+02,7.71E+00
3/1/1960,2.81E+02,7.78E+00
4/1/1960,2.81E+02,8.22E+00
5/1/1960,2.82E+02,8.55E+00
6/1/1960,2.82E+02,8.55E+00
7/1/1960,2.82E+02,9.03E+00
8/1/1960,2.82E+02,8.61E+00
9/1/1960,2.82E+02,8.69E+00
10/1/1960,2.81E+02,8.05E+00
11/1/1960,2.81E+02,7.78E+00
12/1/1960,2.81E+02,7.46E+00
1/1/1961,2.80E+02,7.16E+00
2/1/1961,2.81E+02,7.89E+00
3/1/1961,2.81E+02,7.38E+00
4/1/1961,2.81E+02,7.75E+00
5/1/1961,2.81E+02,7.82E+00
6/1/1961,2.82E+02,8.59E+00
7/1/1961,2.82E+02,8.72E+00
8/1/1961,2.82E+02,8.71E+00
9/1/1961,2.82E+02,8.40E+00
10/1/1961,2.81E+02,7.70E+00
11/1/1961,2.81E+02,7.47E+00
12/1/1961,2.80E+02,6.56E+00
1/1/1962,2.80E+02,6.78E+00
2/1/1962,2.80E+02,6.95E+00
3/1/1962,2.81E+02,7.69E+00
4/1/1962,2.81E+02,8.35E+00
5/1/1962,2.81E+02,8.24E+00
6/1/1962,2.82E+02,8.76E+00
7/1/1962,2.82E+02,9.17E+00
8/1/1962,2.82E+02,8.50E+00
9/1/1962,2.82E+02,8.69E+00
10/1/1962,2.81E+02,7.94E+00
11/1/1962,2.82E+02,8.46E+00
12/1/1962,2.81E+02,7.98E+00
1/1/1963,2.81E+02,8.20E+00
2/1/1963,2.81E+02,8.20E+00
3/1/1963,2.82E+02,8.53E+00
4/1/1963,2.82E+02,8.88E+00
5/1/1963,2.82E+02,9.29E+00
6/1/1963,2.83E+02,9.52E+00
7/1/1963,2.83E+02,9.43E+00
8/1/1963,2.82E+02,8.99E+00
9/1/1963,2.82E+02,8.97E+00
10/1/1963,2.82E+02,8.50E+00
11/1/1963,2.82E+02,8.88E+00
12/1/1963,2.82E+02,8.63E+00
1/1/1964,2.82E+02,9.02E+00
2/1/1964,2.81E+02,8.18E+00
3/1/1964,2.82E+02,8.41E+00
4/1/1964,2.82E+02,8.66E+00
5/1/1964,2.82E+02,8.94E+00
6/1/1964,2.82E+02,8.43E+00
7/1/1964,2.82E+02,8.47E+00
8/1/1964,2.81E+02,8.07E+00
9/1/1964,2.81E+02,8.02E+00
10/1/1964,2.81E+02,7.46E+00
11/1/1964,2.79E+02,6.30E+00
12/1/1964,2.79E+02,6.33E+00
1/1/1965,2.79E+02,6.18E+00
2/1/1965,2.80E+02,6.55E+00
3/1/1965,2.80E+02,7.10E+00
4/1/1965,2.80E+02,6.78E+00
5/1/1965,2.80E+02,6.95E+00
6/1/1965,2.80E+02,7.30E+00
7/1/1965,2.80E+02,7.27E+00
8/1/1965,2.80E+02,6.98E+00
9/1/1965,2.80E+02,6.86E+00
10/1/1965,2.80E+02,6.74E+00
11/1/1965,2.80E+02,6.53E+00
12/1/1965,2.79E+02,5.99E+00
1/1/1966,2.80E+02,6.38E+00
2/1/1966,2.80E+02,6.48E+00
3/1/1966,2.79E+02,6.17E+00
4/1/1966,2.80E+02,6.79E+00
5/1/1966,2.80E+02,7.22E+00
6/1/1966,2.81E+02,7.57E+00
7/1/1966,2.81E+02,7.56E+00
8/1/1966,2.80E+02,7.28E+00
9/1/1966,2.80E+02,7.21E+00
10/1/1966,2.81E+02,7.39E+00
11/1/1966,2.80E+02,7.00E+00
12/1/1966,2.80E+02,6.53E+00
1/1/1967,2.80E+02,6.86E+00
2/1/1967,2.80E+02,6.91E+00
3/1/1967,2.80E+02,7.07E+00
4/1/1967,2.81E+02,7.79E+00
5/1/1967,2.81E+02,8.14E+00
6/1/1967,2.81E+02,8.02E+00
7/1/1967,2.81E+02,8.03E+00
8/1/1967,2.81E+02,7.97E+00
9/1/1967,2.81E+02,7.55E+00
10/1/1967,2.81E+02,7.55E+00
11/1/1967,2.80E+02,7.05E+00
12/1/1967,2.80E+02,6.49E+00
1/1/1968,2.80E+02,6.39E+00
2/1/1968,2.80E+02,7.33E+00
3/1/1968,2.80E+02,7.32E+00
4/1/1968,2.81E+02,7.83E+00
5/1/1968,2.81E+02,7.80E+00
6/1/1968,2.81E+02,8.30E+00
7/1/1968,2.82E+02,8.46E+00
8/1/1968,2.81E+02,8.24E+00
9/1/1968,2.82E+02,8.67E+00
10/1/1968,2.81E+02,8.05E+00
11/1/1968,2.81E+02,7.92E+00
12/1/1968,2.81E+02,7.90E+00
1/1/1969,2.81E+02,7.37E+00
2/1/1969,2.81E+02,7.73E+00
3/1/1969,2.81E+02,7.64E+00
4/1/1969,2.82E+02,8.37E+00
5/1/1969,2.82E+02,8.81E+00
6/1/1969,2.82E+02,9.01E+00
7/1/1969,2.82E+02,9.11E+00
8/1/1969,2.82E+02,9.20E+00
9/1/1969,2.82E+02,9.18E+00
10/1/1969,2.82E+02,8.74E+00
11/1/1969,2.82E+02,8.92E+00
12/1/1969,2.82E+02,8.56E+00
1/1/1970,2.82E+02,9.02E+00
2/1/1970,2.82E+02,9.14E+00
3/1/1970,2.82E+02,9.00E+00
4/1/1970,2.83E+02,9.52E+00
5/1/1970,2.83E+02,9.40E+00
6/1/1970,2.82E+02,9.33E+00
7/1/1970,2.82E+02,9.06E+00
8/1/1970,2.81E+02,8.34E+00
9/1/1970,2.82E+02,8.80E+00
10/1/1970,2.81E+02,7.44E+00
11/1/1970,2.80E+02,7.31E+00
12/1/1970,2.80E+02,7.17E+00
1/1/1971,2.80E+02,7.04E+00
2/1/1971,2.81E+02,7.51E+00
3/1/1971,2.80E+02,7.12E+00
4/1/1971,2.81E+02,7.70E+00
5/1/1971,2.81E+02,8.26E+00
6/1/1971,2.81E+02,8.31E+00
7/1/1971,2.81E+02,7.98E+00
8/1/1971,2.82E+02,8.65E+00
9/1/1971,2.81E+02,7.74E+00
10/1/1971,2.81E+02,7.45E+00
11/1/1971,2.80E+02,6.97E+00
12/1/1971,2.80E+02,7.12E+00
1/1/1972,2.80E+02,7.13E+00
2/1/1972,2.80E+02,7.17E+00
3/1/1972,2.80E+02,6.95E+00
4/1/1972,2.81E+02,7.95E+00
5/1/1972,2.81E+02,7.44E+00
6/1/1972,2.81E+02,7.64E+00
7/1/1972,2.81E+02,7.69E+00
8/1/1972,2.81E+02,7.85E+00
9/1/1972,2.81E+02,7.52E+00
10/1/1972,2.80E+02,6.87E+00
11/1/1972,2.80E+02,7.09E+00
12/1/1972,2.80E+02,6.72E+00
1/1/1973,2.80E+02,7.31E+00
2/1/1973,2.80E+02,7.27E+00
3/1/1973,2.81E+02,7.40E+00
4/1/1973,2.80E+02,7.25E+00
5/1/1973,2.81E+02,7.53E+00
6/1/1973,2.81E+02,7.90E+00
7/1/1973,2.81E+02,8.31E+00
8/1/1973,2.81E+02,8.06E+00
9/1/1973,2.82E+02,8.43E+00
10/1/1973,2.81E+02,7.67E+00
11/1/1973,2.80E+02,6.86E+00
12/1/1973,2.81E+02,7.48E+00
1/1/1974,2.81E+02,7.56E+00
2/1/1974,2.80E+02,7.22E+00
3/1/1974,2.81E+02,8.13E+00
4/1/1974,2.81E+02,8.10E+00
5/1/1974,2.81E+02,8.13E+00
6/1/1974,2.82E+02,8.58E+00
7/1/1974,2.81E+02,8.15E+00
8/1/1974,2.81E+02,8.17E+00
9/1/1974,2.81E+02,8.15E+00
10/1/1974,2.81E+02,7.73E+00
11/1/1974,2.80E+02,7.32E+00
12/1/1974,2.81E+02,7.42E+00
1/1/1975,2.81E+02,7.46E+00
2/1/1975,2.80E+02,6.77E+00
3/1/1975,2.80E+02,7.25E+00
4/1/1975,2.81E+02,8.31E+00
5/1/1975,2.82E+02,8.40E+00
6/1/1975,2.81E+02,8.33E+00
7/1/1975,2.81E+02,8.25E+00
8/1/1975,2.82E+02,8.61E+00
9/1/1975,2.81E+02,7.76E+00
10/1/1975,2.81E+02,7.50E+00
11/1/1975,2.80E+02,7.30E+00
12/1/1975,2.80E+02,6.76E+00
1/1/1976,2.80E+02,7.15E+00
2/1/1976,2.80E+02,7.10E+00
3/1/1976,2.80E+02,7.34E+00
4/1/1976,2.81E+02,7.54E+00
5/1/1976,2.80E+02,7.27E+00
6/1/1976,2.81E+02,7.82E+00
7/1/1976,2.81E+02,8.09E+00
8/1/1976,2.81E+02,7.93E+00
9/1/1976,2.81E+02,7.67E+00
10/1/1976,2.81E+02,7.82E+00
11/1/1976,2.81E+02,7.42E+00
12/1/1976,2.80E+02,6.76E+00
1/1/1977,2.81E+02,7.76E+00
2/1/1977,2.81E+02,7.60E+00
3/1/1977,2.81E+02,7.74E+00
4/1/1977,2.81E+02,8.30E+00
5/1/1977,2.82E+02,8.66E+00
6/1/1977,2.82E+02,8.92E+00
7/1/1977,2.82E+02,8.98E+00
8/1/1977,2.82E+02,8.66E+00
9/1/1977,2.82E+02,8.76E+00
10/1/1977,2.81E+02,8.35E+00
11/1/1977,2.82E+02,8.83E+00
12/1/1977,2.82E+02,8.81E+00
1/1/1978,2.82E+02,9.24E+00
2/1/1978,2.83E+02,9.57E+00
3/1/1978,2.82E+02,9.31E+00
4/1/1978,2.83E+02,1.01E+01
5/1/1978,2.83E+02,9.85E+00
6/1/1978,2.83E+02,1.01E+01
7/1/1978,2.83E+02,9.43E+00
8/1/1978,2.82E+02,8.84E+00
9/1/1978,2.81E+02,8.22E+00
10/1/1978,2.81E+02,8.26E+00
11/1/1978,2.81E+02,7.54E+00
12/1/1978,2.80E+02,6.92E+00
1/1/1979,2.80E+02,6.78E+00
2/1/1979,2.80E+02,7.22E+00
3/1/1979,2.80E+02,6.51E+00
4/1/1979,2.81E+02,7.49E+00
5/1/1979,2.81E+02,7.72E+00
6/1/1979,2.81E+02,7.62E+00
7/1/1979,2.81E+02,7.75E+00
8/1/1979,2.81E+02,7.49E+00
9/1/1979,2.81E+02,7.78E+00
10/1/1979,2.80E+02,7.31E+00
11/1/1979,2.81E+02,7.45E+00
12/1/1979,2.80E+02,6.90E+00
1/1/1980,2.80E+02,6.66E+00
2/1/1980,2.80E+02,7.21E+00
3/1/1980,2.81E+02,7.39E+00
4/1/1980,2.80E+02,7.33E+00
5/1/1980,2.81E+02,7.51E+00
6/1/1980,2.81E+02,7.82E+00
7/1/1980,2.81E+02,8.15E+00
8/1/1980,2.81E+02,7.59E+00
9/1/1980,2.81E+02,7.35E+00
10/1/1980,2.81E+02,7.44E+00
11/1/1980,2.80E+02,7.07E+00
12/1/1980,2.80E+02,7.18E+00
1/1/1981,2.81E+02,7.40E+00
2/1/1981,2.81E+02,7.48E+00
3/1/1981,2.81E+02,8.03E+00
4/1/1981,2.82E+02,8.48E+00
5/1/1981,2.81E+02,8.29E+00
6/1/1981,2.82E+02,8.78E+00
7/1/1981,2.82E+02,8.98E+00
8/1/1981,2.82E+02,8.64E+00
9/1/1981,2.82E+02,8.70E+00
10/1/1981,2.82E+02,8.48E+00
11/1/1981,2.82E+02,8.56E+00
12/1/1981,2.82E+02,8.88E+00
1/1/1982,2.82E+02,9.07E+00
2/1/1982,2.82E+02,8.65E+00
3/1/1982,2.82E+02,9.24E+00
4/1/1982,2.83E+02,9.94E+00
5/1/1982,2.84E+02,1.06E+01
6/1/1982,2.84E+02,1.08E+01
7/1/1982,2.83E+02,1.01E+01
8/1/1982,2.83E+02,9.81E+00
9/1/1982,2.83E+02,9.56E+00
10/1/1982,2.82E+02,8.95E+00
11/1/1982,2.83E+02,9.55E+00
12/1/1982,2.82E+02,9.18E+00
1/1/1983,2.82E+02,8.49E+00
2/1/1983,2.81E+02,8.20E+00
3/1/1983,2.82E+02,9.20E+00
4/1/1983,2.82E+02,9.28E+00
5/1/1983,2.83E+02,9.53E+00
6/1/1983,2.82E+02,9.34E+00
7/1/1983,2.82E+02,9.11E+00
8/1/1983,2.82E+02,8.97E+00
9/1/1983,2.81E+02,8.23E+00
10/1/1983,2.81E+02,7.85E+00
11/1/1983,2.81E+02,7.68E+00
12/1/1983,2.80E+02,7.04E+00
1/1/1984,2.81E+02,8.05E+00
2/1/1984,2.81E+02,7.37E+00
3/1/1984,2.80E+02,7.21E+00
4/1/1984,2.81E+02,7.35E+00
5/1/1984,2.80E+02,7.33E+00
6/1/1984,2.81E+02,7.60E+00
7/1/1984,2.81E+02,7.44E+00
8/1/1984,2.81E+02,7.62E+00
9/1/1984,2.80E+02,7.26E+00
10/1/1984,2.80E+02,7.29E+00
11/1/1984,2.80E+02,6.89E+00
12/1/1984,2.80E+02,6.47E+00
1/1/1985,2.80E+02,7.04E+00
2/1/1985,2.81E+02,7.40E+00
3/1/1985,2.80E+02,7.11E+00
4/1/1985,2.81E+02,7.60E+00
5/1/1985,2.80E+02,7.21E+00
6/1/1985,2.81E+02,7.50E+00
7/1/1985,2.81E+02,7.68E+00
8/1/1985,2.81E+02,7.78E+00
9/1/1985,2.81E+02,7.60E+00
10/1/1985,2.81E+02,7.80E+00
11/1/1985,2.80E+02,6.78E+00
12/1/1985,2.79E+02,5.88E+00
1/1/1986,2.79E+02,5.86E+00
2/1/1986,2.80E+02,7.15E+00
3/1/1986,2.80E+02,7.11E+00
4/1/1986,2.81E+02,7.43E+00
5/1/1986,2.80E+02,6.82E+00
6/1/1986,2.81E+02,7.50E+00
7/1/1986,2.81E+02,7.53E+00
8/1/1986,2.81E+02,7.65E+00
9/1/1986,2.81E+02,8.13E+00
10/1/1986,2.81E+02,7.63E+00
11/1/1986,2.80E+02,6.96E+00
12/1/1986,2.80E+02,6.92E+00
1/1/1987,2.81E+02,7.65E+00
2/1/1987,2.81E+02,7.90E+00
3/1/1987,2.81E+02,7.68E+00
4/1/1987,2.82E+02,8.43E+00
5/1/1987,2.82E+02,8.60E+00
6/1/1987,2.82E+02,8.88E+00
7/1/1987,2.82E+02,9.11E+00
8/1/1987,2.82E+02,8.89E+00
9/1/1987,2.82E+02,8.42E+00
10/1/1987,2.81E+02,7.75E+00
11/1/1987,2.81E+02,7.41E+00
12/1/1987,2.80E+02,7.14E+00
1/1/1988,2.81E+02,7.51E+00
2/1/1988,2.81E+02,7.96E+00
3/1/1988,2.81E+02,7.85E+00
4/1/1988,2.82E+02,8.54E+00
5/1/1988,2.82E+02,8.76E+00
6/1/1988,2.83E+02,9.37E+00
7/1/1988,2.82E+02,9.19E+00
8/1/1988,2.82E+02,9.25E+00
9/1/1988,2.82E+02,8.99E+00
10/1/1988,2.82E+02,8.96E+00
11/1/1988,2.82E+02,9.28E+00
12/1/1988,2.82E+02,9.15E+00
1/1/1989,2.83E+02,9.50E+00
2/1/1989,2.83E+02,1.02E+01
3/1/1989,2.83E+02,9.40E+00
4/1/1989,2.83E+02,9.59E+00
5/1/1989,2.83E+02,1.03E+01
6/1/1989,2.83E+02,1.01E+01
7/1/1989,2.83E+02,9.50E+00
8/1/1989,2.82E+02,8.98E+00
9/1/1989,2.82E+02,9.24E+00
10/1/1989,2.81E+02,8.27E+00
11/1/1989,2.81E+02,8.04E+00
12/1/1989,2.81E+02,7.73E+00
1/1/1990,2.81E+02,7.77E+00
2/1/1990,2.81E+02,7.71E+00
3/1/1990,2.81E+02,7.93E+00
4/1/1990,2.81E+02,7.93E+00
5/1/1990,2.81E+02,8.05E+00
6/1/1990,2.81E+02,7.96E+00
7/1/1990,2.81E+02,7.67E+00
8/1/1990,2.80E+02,7.26E+00
9/1/1990,2.81E+02,7.85E+00
10/1/1990,2.80E+02,7.24E+00
11/1/1990,2.81E+02,7.53E+00
12/1/1990,2.79E+02,6.32E+00
1/1/1991,2.80E+02,6.83E+00
2/1/1991,2.80E+02,7.18E+00
3/1/1991,2.80E+02,7.18E+00
4/1/1991,2.81E+02,7.52E+00
5/1/1991,2.81E+02,7.65E+00
6/1/1991,2.80E+02,7.29E+00
7/1/1991,2.81E+02,7.66E+00
8/1/1991,2.81E+02,7.91E+00
9/1/1991,2.81E+02,7.93E+00
10/1/1991,2.81E+02,7.62E+00
11/1/1991,2.80E+02,6.70E+00
12/1/1991,2.80E+02,6.44E+00
1/1/1992,2.79E+02,6.00E+00
2/1/1992,2.80E+02,6.83E+00
3/1/1992,2.81E+02,7.54E+00
4/1/1992,2.81E+02,7.57E+00
5/1/1992,2.81E+02,7.67E+00
6/1/1992,2.81E+02,7.98E+00
7/1/1992,2.81E+02,8.17E+00
8/1/1992,2.81E+02,8.02E+00
9/1/1992,2.81E+02,7.66E+00
10/1/1992,2.81E+02,7.42E+00
11/1/1992,2.80E+02,7.26E+00
12/1/1992,2.80E+02,6.88E+00
1/1/1993,2.80E+02,7.15E+00
2/1/1993,2.80E+02,6.80E+00
3/1/1993,2.81E+02,7.50E+00
4/1/1993,2.81E+02,7.45E+00
5/1/1993,2.81E+02,7.80E+00
6/1/1993,2.81E+02,7.62E+00
7/1/1993,2.82E+02,8.58E+00
8/1/1993,2.81E+02,7.70E+00
9/1/1993,2.81E+02,7.90E+00
10/1/1993,2.81E+02,7.47E+00
11/1/1993,2.80E+02,7.07E+00
12/1/1993,2.80E+02,6.90E+00
1/1/1994,2.80E+02,7.06E+00
2/1/1994,2.80E+02,6.84E+00
3/1/1994,2.80E+02,7.21E+00
4/1/1994,2.81E+02,7.63E+00
5/1/1994,2.81E+02,7.84E+00
6/1/1994,2.81E+02,8.21E+00
7/1/1994,2.82E+02,8.65E+00
8/1/1994,2.82E+02,8.50E+00
9/1/1994,2.82E+02,8.40E+00
10/1/1994,2.81E+02,8.09E+00
11/1/1994,2.82E+02,8.48E+00
12/1/1994,2.82E+02,8.59E+00
1/1/1995,2.82E+02,8.72E+00
2/1/1995,2.82E+02,9.35E+00
3/1/1995,2.83E+02,9.37E+00
4/1/1995,2.83E+02,9.43E+00
5/1/1995,2.83E+02,9.88E+00
6/1/1995,2.83E+02,1.02E+01
7/1/1995,2.84E+02,1.04E+01
8/1/1995,2.83E+02,9.69E+00
9/1/1995,2.83E+02,9.44E+00
10/1/1995,2.83E+02,9.41E+00
11/1/1995,2.82E+02,9.24E+00
12/1/1995,2.82E+02,9.25E+00
1/1/1996,2.82E+02,8.54E+00
2/1/1996,2.81E+02,7.88E+00
3/1/1996,2.82E+02,8.36E+00
4/1/1996,2.82E+02,9.24E+00
5/1/1996,2.82E+02,8.77E+00
6/1/1996,2.82E+02,8.47E+00
7/1/1996,2.82E+02,8.48E+00
8/1/1996,2.81E+02,7.97E+00
9/1/1996,2.81E+02,8.06E+00
10/1/1996,2.81E+02,7.54E+00
11/1/1996,2.80E+02,6.96E+00
12/1/1996,2.80E+02,6.37E+00
1/1/1997,2.80E+02,6.77E+00
2/1/1997,2.81E+02,7.45E+00
3/1/1997,2.80E+02,6.69E+00
4/1/1997,2.81E+02,7.51E+00
5/1/1997,2.80E+02,7.24E+00
6/1/1997,2.81E+02,7.80E+00
7/1/1997,2.81E+02,7.76E+00
8/1/1997,2.81E+02,7.45E+00
9/1/1997,2.81E+02,7.38E+00
10/1/1997,2.81E+02,7.38E+00
11/1/1997,2.80E+02,6.64E+00
12/1/1997,2.80E+02,7.04E+00
1/1/1998,2.80E+02,6.78E+00
2/1/1998,2.80E+02,7.07E+00
3/1/1998,2.81E+02,7.38E+00
4/1/1998,2.81E+02,7.87E+00
5/1/1998,2.81E+02,8.09E+00
6/1/1998,2.82E+02,8.56E+00
7/1/1998,2.82E+02,8.72E+00
8/1/1998,2.82E+02,8.78E+00
9/1/1998,2.82E+02,8.58E+00
10/1/1998,2.82E+02,9.01E+00
11/1/1998,2.82E+02,8.53E+00
12/1/1998,2.83E+02,9.40E+00
1/1/1999,2.83E+02,9.55E+00
2/1/1999,2.83E+02,9.91E+00
3/1/1999,2.84E+02,1.04E+01
4/1/1999,2.84E+02,1.04E+01
5/1/1999,2.84E+02,1.06E+01
6/1/1999,2.84E+02,1.07E+01
7/1/1999,2.83E+02,9.98E+00
8/1/1999,2.82E+02,9.34E+00
9/1/1999,2.82E+02,8.65E+00
10/1/1999,2.82E+02,8.58E+00
11/1/1999,2.81E+02,7.79E+00
12/1/1999,2.81E+02,7.41E+00
1/1/2000,2.81E+02,7.84E+00
2/1/2000,2.81E+02,7.62E+00
3/1/2000,2.81E+02,7.80E+00
4/1/2000,2.81E+02,7.88E+00
5/1/2000,2.81E+02,8.35E+00
6/1/2000,2.81E+02,7.89E+00
7/1/2000,2.81E+02,7.72E+00
8/1/2000,2.81E+02,7.85E+00
9/1/2000,2.81E+02,8.28E+00
10/1/2000,2.81E+02,7.86E+00
11/1/2000,2.81E+02,7.39E+00
12/1/2000,2.80E+02,7.16E+00
1/1/2022,2.80E+02,6.43E+00
2/1/2022,2.81E+02,7.49E+00
3/1/2022,2.80E+02,7.28E+00
4/1/2022,2.81E+02,7.66E+00
5/1/2022,2.81E+02,7.48E+00
6/1/2022,2.81E+02,7.99E+00
7/1/2022,2.81E+02,7.80E+00
8/1/2022,2.81E+02,8.23E+00
9/1/2022,2.81E+02,7.85E+00
10/1/2022,2.81E+02,7.58E+00
11/1/2022,2.81E+02,7.57E+00
12/1/2022,2.80E+02,7.07E+00
1/2/2022,2.81E+02,7.60E+00
2/2/2022,2.81E+02,7.86E+00
3/2/2022,2.81E+02,8.22E+00
4/2/2022,2.82E+02,8.44E+00
5/2/2022,2.82E+02,8.59E+00
6/2/2022,2.83E+02,9.59E+00
7/2/2022,2.82E+02,9.10E+00
8/2/2022,2.83E+02,9.49E+00
9/2/2022,2.83E+02,9.82E+00
10/2/2022,2.82E+02,9.06E+00
11/2/2022,2.83E+02,9.69E+00
12/2/2022,2.83E+02,9.77E+00
1/3/2022,2.83E+02,9.72E+00
2/3/2022,2.84E+02,1.07E+01
3/3/2022,2.84E+02,1.10E+01
4/3/2022,2.84E+02,1.10E+01
5/3/2022,2.84E+02,1.12E+01
6/3/2022,2.84E+02,1.08E+01
7/3/2022,2.84E+02,1.04E+01
8/3/2022,2.83E+02,9.91E+00
9/3/2022,2.83E+02,9.57E+00
10/3/2022,2.82E+02,8.83E+00
11/3/2022,2.82E+02,8.38E+00
